10	pos	"Second-feature concerns a young woman in London desperate for a job, happy to accept live-in secretarial position with an elderly woman and her son. Thrillers about people being held in a house against their will always make me a little uneasy--I end up feeling like a prisoner too--but this rather classy B-film is neither lurid nor claustrophobic. It's far-fetched and unlikely, but not uninteresting, and our heroine (Nina Foch) is quick on her feet. Rehashing this in 1986 (as ""Dead Of Winter"") proved not to be wise, as the plot-elements are not of the modern-day. ""Julia Ross"" is extremely compact (too short at 65 minutes!) but it stays the course nicely until a too-rushed climax, which feels a little sloppy. *** from ****"
11	pos	This film is fun, if your a person who likes a good campy feature film every now and then. By no means is this movie fine cinema, but if you dont take things too seriously, and can laugh at yourself once in a while, Elvira is a good frownbuster.
12	neg	"Wait, don't tell me... they threw out the movie and kept the out takes. You know, This movie could have been shot in a back alley in New York. The ""Gangster Bangster"" I guess. Gangster Rap, Designer gangster duster clothes including the kerchief which somehow got moved from the neck for protection from the dust storms to the head. I guess it was to protect the head from the heat filtering through the K-Mart hats. ""Budget rent-a-horsie"", it seems, supplied the horsies. The one bedroom scene where the girl was talking and the guy was mouthing her words.... I though it was him talking. You know, watching this movie just confirms that, it isn't about the acting anymore... its about looks and it's about the money. Couldn't have been too much of that where this movie is concerned. Well, all in all, I think that this movie will go down as the all time worst movie ever made. Just one more thing though, where was Ice T? Did he finally get to go on Oprah?"
13	neg	"Within the first 17 minutes of director Bradford May's ""Darkman III: Die Darkman Die"", we have already been subjected to a silly recap and accompanying voice-over on the first two films, hilarious over-acting, about three minutes of footage simply ripped from the second film and re-edited slightly to seem like new footage, and a lengthy advertisement the scarred and tormented title character watches about Universal Theme Parks- Universal being the company that distributed this film. Yes, ""Darkman III: Die Darkman Die"" is quite the handful when it comes to cheap cash-ins on the success of a previous film.<br /><br />This time around, the disfigured anti-hero Peyton Westlake (aka, ""Darkman""; portrayed by ""Mummy"" actor Arnold Vosloo) locks horns with evil crime-lord and lousy husband Peter Rooker (played in a brilliantly over-the-top performance by Jeff Fahey), and over the course of the 87 minute film grows to develop an affection for Rooker's wife and daughter, once again learning to care for another person.<br /><br />Blah. Blah. Blah.<br /><br />This film is basically just a silly way for the studio to make some more money off of Sam Raimi's original film, which I consider to be a great action-suspense film.<br /><br />Oh yeah, and there are also a number of silly sub-plots, including a villainess who supposedly was one of the original doctors to save Darkman following his scarring, and her seducing our hero into thinking she is an ally before revealing her nefarious plot to help Rooker create more super-human powered thugs like Darkman. Apparently, she can't just do the same procedure on the thugs that she performed on Darkman. Why? I can't really explain it, because the movie certainly doesn't.<br /><br />There's also an assassination sub-plot involving a District Attourney who is threatening to bring down Rooker's organization, and some other very silly things going on.<br /><br />But it doesn't really add up. This film feels like two or three episodes of a television show edited together more than an actual film. The direction alternates between pretty good and downright sloppy (a scene where Darkman rides his train-like vehicle and dodges a rocket-launcher is just plain silly), and the editing is a mixed-bag. The film just moves too quickly for anyone to really care what's going on. And without spoiling it, the final 15 minutes of this movie, and indeed, the entire series is just kinda... I dunno... Another 15 minutes of mixed-bag footage.<br /><br />In fact, commenting on the editing, one of my favorite things in this film is watching for footage re-used from the previous films, and then looking for footage within this film that is repeated multiple times. Yes, it's that cheap. It's one thing to do a re-cap at the beginning of the film, and maybe repeat a shot or two, but in the sheer volume they do it (minutes of footage repeated from previous films), it's just sloppy and amateurish.<br /><br />Also, I have to say that Darkman's psychedelic montage freak-outs are a bit overdone in this film. They are so stylized and overdone that they do work, but only in light doses and in proper context, as Raimi did in the original film. Here, there are at least four or five, and they feel very abrupt and out-of-place.<br /><br />That being said, the film is not without some good points. A few action scenes are well-done. The cliché story of Darkman yearning for a real life works suitably for a direct-to-DVD feature. Some of the acting is nice, particularly from Rooker's wife, portrayed by the beautiful Roxann Dawson. Also, while no Danny Elfman, composer Randy Miller composes some nice music that builds off of Elfman's original themes.<br /><br />But overall, the film is too quick, cheap and silly to be taken seriously. Arnold Vosloo seems alternatively bored and exuberant from scene to scene, and Fahey, while a joy to watch as an over-the-top villain, just doesn't quite fit in with the series.<br /><br />Like ""Darkman II"", I would recommend this to fans of the original, who will surely get a laugh. Otherwise, you need not apply. A four out of ten."
14	pos	What an inspiring movie, I laughed, cried and felt love. For a true story,it does give you hope and that miracles do happen. It has a great cast. Ellen Burstyn, Samantha Mathis, Jodelle Ferland(she's 4 or 5yrs. old) what a actress. Its on Showtime. A Must See Movie!! :)=
15	neg	"""Hey everybody! I've got an idea, we found this egg-shaped thingie from outer space so why don't we thaw it out and open it up?"" ""Yes, I know that would be the dumbest thing a scientist could do, and it could be filled with contaminating bacteria or viruses unknown to earth and could potentially wipe out the human race, but hey, I want to know what's in it"". ""And nobody tell NASA, they might take it away from us"". ""Wow this thingie gives off vibes!"" ""Yes,really strong ones on contact so don't touch it but it's okay to cut it open"". ""Hi there handsome, check out my nips"". (Later that day); ""DO NOT OPEN""!!!!! Uh oh, we have to run all the way to the lab and tell them not to open it because we don't have phones or radios or intercoms even though we have a gazillion dollars worth of other equipment here. ""I've never seen such organic technology!"" ""Yeah, lemme take this stick and stab it."". ""I'm getting out of here, I don't care if I do kill the other 6 billion people on Earth, nobody's nukkin' me!"" ""Look! it's the friendly aliens from ""The Abyss""! They want us to come with them"". THE END"
16	pos	"In the opinion of several of my friends and family members, including myself, this is the finest of the entire gamut of Tarzan movies. Johnny Weissmuller never played the part as well in the following issues in the series. It definitely rates a ""10"" in my collection of films."
17	pos	"After watching two of his silent shorts, 'Elena and her Men (1956)' is my first feature-length film from French director Jean Renoir, and I quite enjoyed it. However, I didn't watch the film for Renoir, but for star Ingrid Bergman, who  at age 41  still radiated unsurpassed beauty, elegance and charm. Throughout the early 1950s, following her scandalous marriage to Italian Roberto Rossellini, Bergman temporarily fell out of public favour. Her next five films, directed by her husband, were unsuccessful in the United States, and I suspect that Renoir's latest release did little to enhance Bergman's popularity with English-speaking audiences {however, she did regain her former success with an Oscar in the same year's 'Anastasia (1956)'}. She stars as Elena Sokorowska, a Polish princess who sees herself as a guardian angel of sorts, bringing success and recognition to promising men everywhere, before promptly abandoning them. While working her lucky charms to aid the political aspirations of the distinguished General Francois Rollan (Jean Marais), she finds herself falling into a love that she won't be able to walk away from. This vaguely-political film works well as either a satire or a romantic comedy, as long as you don't take it too seriously; it's purely lighthearted romantic fluff.<br /><br />Filmed in vibrant Technicolor, 'Elena and her Men' looks terrific as well, a flurry of bright colours, characters and costumes. Bergman's Polish princess is dreamy and somewhat self-absorbed, not in an unlikable way, but hardly a woman of high principles and convictions. She is persuaded by a team of bumbling government conspirators to convince General Rollan to stage a coup d'état, knowingly exploiting his love for her in order to satisfy her own delusions as a ""guardian angel."" Perhaps the film's only legitimately virtuous character is Henri de Chevincourt (Mel Ferrer, then Audrey Hepburn's husband), who ignores everybody else's selfish secondary motives and pursues Elena for love, and love alone. This, Renoir proudly suggests, is what the true French do best. 'Elena and her Men' also attempts, with moderate success, to expose the superficiality of upper-class French liaisons, through the clumsy philandering of Eugène (Jacques Jouanneau), who can't make love to his servant mistress without his fiancè walking in on them. For these sequences, Renoir was obviously trying for the madcap sort of humour that you might find in a Marx Brothers film, but the film itself is so relaxed and laid-back that the energy just isn't there."
18	neg	I thought the movie was OK but very disappointed that they didn't capture the true image of his life. I was so anticipating to see his mother being an actual Jamaican, that it's driving me crazy. Just watching the beginning of the movie told me that the movie was not accurate. Which I completely lost interest just a matter of seconds from the beginning of the movie. I'm very disappointed, that's like watching a biography story on Mark Anthony and having Arnold play the part. I don't know what the writer was thinking missing a valuable piece of the movie which I'm sure his mother played a huge role in his life. I will say the movie was OK besides the major Fla!!!!!!
19	neg	"I sought out a copy of The Forest because I was watching a VH1 special, I think ""Where Are They Now"", and saw the video box flash across the screen during a segment on the actor Corky Pigeon. He played the male child ghost in this B horror horrible, but I remember him from his character Freddy on the Silver Spoons television show. This flick's a major letdown. There's nothing here. It actually took me four months to watch it from start to finish. I kept stopping it in boredom, setting it aside and forgetting about it, then stumbling on it and trying once again to get through it. Obviously, the angle of this film that was intended to set it apart from its counterparts was the supernatural element, the apparitions. And obviously, here, that doesn't work. I can't stand the male leads. I kept expecting them to look down at their palms during the longer dialogue scenes in order to read cheat lines. The situation at the beginning where the couples decide to go camping separately is awkward and plain dumb. I guess the only positive thing to say about this one is the scene where the guy falls and breaks his leg, you can see the bone sticking out of his flesh. It's fairly good gore makeup there. Man, I'm really reaching for a positive now, huh. The only other no-budget horror film on a level as bad as this one would be Home Sweet Home."
20	pos	May 2004, Wonderland is fairly new in the UK. Brilliant film of a brutal true story. If you know LA from the early 80's, you will appreciate how well it is captured. The use of the elements which make up its gritty cinematic style is original, amplifying the experience and bringing the viewer very close to actually being there. The use of a disjointed 'Pulp Fiction' style time line allows exploration of the uncertainty concerning what really happened, while the direction and performances of the cast command attention, especially Val Kilmer as John Holmes; an Oscar for sure if I were handing them out.
21	pos	"Nina Foch insists that ""My Name is Julia Ross"" in this 1945 film noir also starring Dame May Witty and George Macready. It's short, and because it is, the film suffers. It could have stood to have been a good fifteen minutes to a half hour longer.<br /><br />When I was growing up, Foch was a fixture on television, playing a neurotic woman, the wife with the cheating husband, the nervous wreck. She became one of the great acting teachers in Los Angeles. Here, she's a pretty young ingenue playing the title role. Julia answers an ad for a secretary and is hired immediately by Mrs. Hughes and her son Ralph. Little does she know - though we learn immediately - that the employment agent is a front, set up to get just the right woman for this assignment, a woman with no family and no boyfriend.<br /><br />It's a live-in situation; once Julia gets to the house, she's drugged, and when she wakes up, she's told she's Mrs. Hughes and not allowed to leave.<br /><br />The acting is very good. Low budget but still entertaining - some things, particularly at the end, happen way too quickly, which is why I said the movie is too short. Nevertheless, I recommend it."
22	pos	This movie draws you in and gets you hooked on keeping your eyes on the screen. The writer/director is brilliant with the narrative parts and the use of creative and interesting camera angles and perspectives which all add to the gripping hold it will have on you. Insomniac's Nightmare is original and refreshingly different from any other movie you have seen. Is it a dream or reality? This indie will have you discussing the twists and turns it takes through the conscious and subconscious. It has an eery feel with it's dark interpretations of illusions. Dominic Monaghan really became the insomniac. He is a great actor who is not hard on the eyes either! He really poured his whole being into this role. From the storyline to the way it is shot makes this indie one of my favorites. I recommend it highly and eagerly await to see more from this innovative, creative writer/director/cinematographer!!!
23	neg	"""Witchery"" might just be the most incoherent and lamentably scripted horror movie of the 80's but, luckily enough, it has a few compensating qualities like fantastic gore effects, an exhilarating musical score and some terrific casting choices. Honestly the screenplay doesn't make one iota of sense, but who cares when Linda Blair (with an exploded hairstyle) portrays yet another girl possessed by evil powers and David Hasselhof depicts a hunky photographer (who can't seem to get laid) in a movie that constantly features bloody voodoo, sewn-shut lips, upside down crucifixions, vicious burnings and an overused but genuinely creepy tune. Eight random people are gathered together on an abandoned vacation resort island off the coast of Massachusetts. The young couple is there to investigate the place's dark history; the dysfunctional family (with a pregnant Linda Blair even though nobody seems to bother about who the father is and what his whereabouts are) considers re-opening the hotel and the yummy female architect simply tagged along for casual sex. They're forced to stay the night in the ramshackle hotel and then suddenly the previous landlady  an aging actress or something who always dresses in black  starts taking them out in various engrossing ways. Everything is somehow related to the intro sequence showing a woman accused of witchery jump out of a window. Anyway, the plot is definitely of minor importance in an Italian horror franchise that started as an unofficial spin-off of ""The Evil Dead"". The atmosphere is occasionally unsettling and the make-up effects are undoubtedly the most superior element of the entire film. There's something supremely morbid and unsettling about staring at a defenseless woman hanging upside down a chimney and waiting to get fried."
24	pos	"There I was sitting alone in my flat on a Saturday night with the choice of watching CITIZEN X or The Eurovision Song Contest , and for the benefit of Americans reading this I'll explain that TESC is an annual event where musicians from countries all over Europe and Asia Minor have a song contest. At the end of the contest countries vote to see what the best song was . It's a contest that is even less exciting than it sounds and it may not come as a shock when I say that singing and songwriting isn't of the calibre of Lennon and McCartney . And I should correct something in the first sentence of this review because the word "" Choice "" is misleading because being a music lover I wasn't going to watch TESC under any circumstance.<br /><br />So I sat down as the credits rolled for CITIZEN X expecting a run of mill serial killer whodunnit , but I'd be misleading everyone calling it that. It's obvious within the first 10 minutes of CITIZEN X whodunnit . What the film does is point out the failures of communism : "" A serial killer comrade ! This is the Soviet Union , serial killers can only exist in decadent imperialist capitalist systems "" This farcical attitude goes far beyond denial , there's a scene where an undercover cop sits in a freezing train station keeping an eye out for potential suspects whilst wearing his police jacket because it's the only warm coat he's got ! And of course all suspects who are members of the communist party are released without interrogation something which will affect the final death toll . All this is very well done as we are shown that it's the communist party system that's on trial but about two thirds of the way through CITIZEN X we find ourselves in 1990 as communism is on its last legs and reforms to the police investigation have taken place . It's at this point that the film becomes rather uninteresting due to a lack of political subtext and the film descends into an average manhunt film . But don't let that put you off , CITIZEN X is an intelligent thriller well played by the cast especially Donald Sutherland as a paternal police chief<br /><br />Strangely enough a few years ago I read something written by the famous criminologist Colin Wilson in which he said something along the lines that serial killers let themselves get caught so that they will be the center of attention in the media spotlight , and I found myself almost sympathising the party chiefs denying there could be a serial killer in the Soviet Union. After all media is controlled by the party and anyone who's old enough to have listened to Radio Moscow or read English translations of Pravda will know that the USSR only reported news stories like potato harvests , coal production and thank you letters from Afghanistan , Cuba etc for Soviet assistance . The concept of becoming a serial killer in a communist system is illogical . But I guess if a tree falls in a remote Siberian forest it will still make a sound even though no one is around to hear it ."
25	neg	"At first look of the plot tagline I figured it could have been a decent film. Could I have ever been more wrong? The beginning of the film makes it look like a bunch of freaks got together and decided to make a low budget film. For the first 10 minutes you don't notice the cheesy acting, horrible sound and god-awful special effects, but then it gets worse. Just about 20 minutes into it I was asking myself, ""What was the plot again?"" I could only ask that question when I wasn't busted out laughing from the sheer lameness of this film. The main actor has one setting for emotions and he sticks to it throughout the entire film, even though he was supposed to go through love and hate and everything in-between. The flashback scene almost made me vomit because it made me re-live one extra minute of footage from earlier in the movie. Now we hit the middle of the film where they are obviously trying to rip off Morpheus from ""The Matrix,"" although he is doing just a horrible job. The actor's talking about ""Star Wars"" and fortune cookie phrases is almost unbearable. Now at the end of the movie you don't realize that it's the end of the movie because you actually think the plot is finally developing. The ""Morpheus"" character dies, the ONLY good thing about the movie. He utters a couple words and the credits roll. What is this? No plot, bad acting, cheesy everything, it couldn't get any worse. Please, if you value human decency, DO NOT WATCH THIS MOVIE!"
26	pos	It was life-changing, IT REALLY WAS!!!The Man In The Moon is a breathtaking experience to watch.The acting was fabulous, the story line was great, and this was a perfect start for Reese Witherspoon's career.I don't see how anyone couldn't love this film.Sure, it's not the best movie ever, even though it was close to it, but it was highly amusing to watch, and I even had a big laugh at one of the jokes, and a lot of other little laughs.Of course, there was some cry your heart out moments too, but this movie was enlightening, and it brightens up your day, although you have to get a little depressed from the story every now and then.I can't believe this movie didn't win at least one award, and I also can't believe that it's been seen by so little people on this site.See this movie if you haven't for it is definitely touching.
27	neg	My comment is for the Russian version of Space Race named Bitva za Kosmos (Battle for Space) shown on Russia's First Channel on April 10-13, 2006. Bad translation could have ruined some details but I doubt it's the case. The number of factual errors is such that it's impossible to list them, especially in the first episode (the development of first missiles). Even the U.S. half of the film contains multiple errors and omissions. The audience is not told of any V-2/A-4 launches from the U.S. Three different Jupiter C rockets are launched with the same serial number 'UE' onboard. Apollo 1 is to be launched to the Moon, etc. In the Russian half, each and every person is ludicrous. Korolev is scared of NKVD, Glushko is saboteur and traitor, Mishin is alcoholic etc. Men as functions; no motivation, no life at all. Uniform and decorations are awful. Gagarin sings a frivolous song awaiting launch (I think this was added specially for Russian version).
28	pos	It is one of the better Indian movies I have seen lately, instead of crappy song and dance or slum dog movies. All the actors have showed the right emotions at the right intensity with right timing. It is the hallmark of a good movie, that it make the viewer go back and research the subject, which exactly what I did checking on Harilal. I always enjoy Akshay Khanna's subtle style of acting and interestingly he had rather a complicated relationship with his own father Vinod Khanna, albeit not as dramatic as Gandhis and wonder how it helped him essay this character. I was impressed by the direction and 2 thumbs up for Anil Kapoor for producing such a classy movie.
29	neg	The Good:<br /><br />Effective color scheme. Good costumes. Top notch set production. Well detailed CGI buildings and vehicles.<br /><br />The Bad:<br /><br />Horrible mixture of actors with all CGI actors mixes Fifth Element with Final Fantasy. The CGI actors look even worse than video games from a few years ago. Flawed logic. A giant pyramid shows up and no one researches it, no one really even questions it? And there is no explanation as to why the god Horus was even cast out, nor was there any reason why he must do something as trivial as impregnate Jill?<br /><br />The Ugly:<br /><br />Awful script. So many unnecessary subplots with too many ideas that are not fully realized. The dialog was almost laughable at some points. Random characters and events that are not needed. Dull characters. Jill is supposed to be this mystery, but apparently she was just a mystery to the writer. There is nothing to her. She is uninteresting and boring to watch. She has no substance, no texture. Her character has no redeeming qualities. In fact, there is not one character in the entire film who has any purpose, any goals (besides the obvious one of Horus), any motivation. They are weak and ill-conceived. There are no stakes - the key to screen writing. Horus will not become immortal, but, big deal, he is a bad guy. One cannot even decipher whether Horus or Jill is the main character. That is the problem: devoting half the movie to each character means the writer never fully explores one character, never brings one to fruition. They are cardboard cut-outs who walk around and talk and pretty much do nothing but explore the fine set pieces. First time director pacing. Slow, slow, slow. I am still watching the movie as I write this. I cannot pay attention because it is boring. Everything is flat. Even the action is not interesting because it is short-lived and sometimes unnecessary.<br /><br />Overall:<br /><br />Not worth a watch. Threadbare story, sub-par character development, corny CGI does not save the nice set production.
30	pos	"""Jake Speed"" is a fine movie with a wonderful message. It has its flaws of course. At times it's a little slow. It introduces its villain too far into the story. It's action is paced at the rate of a snail's heartbeat. It has a Z-grade cast (Although I've always admired the work of Karen Kopins, who has the straight-laced good looks of Sandra Bullock).<br /><br />But with all this going against it, ""Jake Speed"" really is inspiring, thanks to a charming script by Wayne Crawford(who plays the title role) and Andrew Lane.<br /><br />Why do I find it so inspiring? Because it says to me ""Hey, why not try to be a good person.""<br /><br />The story is essentially a ""stranger in a strange land"" premise, that is good-and-heroic Jake Speed is placed in the real world where bad things happen to good people. Jake is more than a Boy Scout. He's more than a knight in shining armor. Jake Speed is the patron saint of optimism in a dirty, mean and evil world.<br /><br />It's because of this that ""Jake Speed"" really needed to be a hit. It has a great message that should have gotten out to Hollywood and then to the rest of the world.<br /><br />Imagine a movie industry that really pushed itself to portray good and decent people. I'm not saying that we should be watching the Waltons in every theater at the cineplex, but that it would be nice if more movies such as ""Jake Speed"" would get a chance. (""Due South,"" a TV show about a Canadian Mountie, is a good comparison of what can be done to brighten up American entertainment.)<br /><br />Sure, ""Jake Speed"" has violence, blood and guns, but the overall message is that if you try hard enough to be a good person, you'll beat the forces of evil every time. 10/14/99"
